task,regime,split,seed,episode,force_burden,memory_challenge,contact_change,force_limit_margin,true_force_risk,observation_delay,sensor_dropout,oracle_success_estimate
peg_insertion_with_preload,stiction_buildup,nominal_contact,4,2,0.583796,0.712707,0.379971,0.623702,0.313249,-0.008714,0.023695,0.875696
peg_insertion_with_preload,stiction_buildup,nominal_contact,4,3,0.619338,0.714988,0.355937,0.623271,0.366229,-0.012194,0.001000,0.872853
peg_insertion_with_preload,stiction_buildup,nominal_contact,4,4,0.616632,0.668954,0.383559,0.647274,0.384624,-0.002207,0.038099,0.873069
peg_insertion_with_preload,stiction_buildup,nominal_contact,4,5,0.597361,0.754834,0.408807,0.590372,0.371774,0.012561,0.024932,0.874611
peg_insertion_with_preload,stiction_buildup,nominal_contact,5,0,0.583531,0.731409,0.377288,0.640185,0.299867,0.008922,0.027094,0.875717
peg_insertion_with_preload,stiction_buildup,nominal_contact,5,1,0.609322,0.696949,0.348424,0.623064,0.352870,-0.008359,0.042437,0.873654
peg_insertion_with_preload,stiction_buildup,nominal_contact,5,2,0.588100,0.771572,0.357884,0.600707,0.310988,-0.006687,0.018596,0.875352
peg_insertion_with_preload,stiction_buildup,nominal_contact,5,3,0.575574,0.707800,0.352794,0.616537,0.327655,-0.008650,0.035892,0.876354
peg_insertion_with_preload,stiction_buildup,nominal_contact,5,4,0.566945,0.740805,0.343494,0.599414,0.329668,0.010331,0.061523,0.877044
peg_insertion_with_preload,stiction_buildup,nominal_contact,5,5,0.657599,0.685964,0.400049,0.603021,0.307950,-0.004786,0.003979,0.869792
peg_insertion_with_preload,stiction_buildup,nominal_contact,6,0,0.653789,0.707339,0.399426,0.658891,0.331533,-0.002259,0.012441,0.870097
peg_insertion_with_preload,stiction_buildup,nominal_contact,6,1,0.567880,0.716232,0.380383,0.638187,0.328170,0.001651,0.022135,0.876970
peg_insertion_with_preload,stiction_buildup,nominal_contact,6,2,0.582438,0.701490,0.348276,0.610297,0.354147,0.008727,0.052165,0.875805
peg_insertion_with_preload,stiction_buildup,nominal_contact,6,3,0.596854,0.683342,0.368291,0.562344,0.320011,-0.010696,0.001000,0.874652
peg_insertion_with_preload,stiction_buildup,nominal_contact,6,4,0.608993,0.744805,0.333127,0.637477,0.326709,-0.001691,0.010423,0.873681
peg_insertion_with_preload,stiction_buildup,nominal_contact,6,5,0.610505,0.697679,0.429156,0.624191,0.322914,0.010801,0.011794,0.873560
peg_insertion_with_preload,stiction_buildup,nominal_contact,7,0,0.582047,0.717995,0.388181,0.644590,0.328340,0.008262,0.001000,0.875836
peg_insertion_with_preload,stiction_buildup,nominal_contact,7,1,0.577404,0.706241,0.387474,0.605972,0.336024,-0.005786,0.017570,0.876208
peg_insertion_with_preload,stiction_buildup,nominal_contact,7,2,0.572086,0.688399,0.384823,0.628489,0.346686,0.011645,0.039091,0.876633
peg_insertion_with_preload,stiction_buildup,nominal_contact,7,3,0.577098,0.680043,0.453573,0.612286,0.272431,0.011831,0.011243,0.876232
peg_insertion_with_preload,stiction_buildup,nominal_contact,7,4,0.614494,0.661463,0.404492,0.585885,0.376841,0.013402,0.029347,0.873240
peg_insertion_with_preload,stiction_buildup,nominal_contact,7,5,0.533285,0.747747,0.386778,0.610231,0.282777,0.006785,0.023771,0.879737
peg_insertion_with_preload,stiction_buildup,nominal_contact,8,0,0.596224,0.737988,0.356199,0.622138,0.335199,-0.002203,0.034003,0.874702
peg_insertion_with_preload,stiction_buildup,nominal_contact,8,1,0.595137,0.713855,0.350160,0.621516,0.308302,0.004752,0.029740,0.874789
peg_insertion_with_preload,stiction_buildup,nominal_contact,8,2,0.568414,0.675440,0.392697,0.594187,0.312455,0.013657,0.002083,0.876927
peg_insertion_with_preload,stiction_buildup,nominal_contact,8,3,0.562771,0.721252,0.352190,0.619628,0.355581,-0.011371,0.015367,0.877378
peg_insertion_with_preload,stiction_buildup,nominal_contact,8,4,0.625715,0.699061,0.323956,0.622144,0.314294,0.000558,0.020432,0.872343
peg_insertion_with_preload,stiction_buildup,nominal_contact,8,5,0.566063,0.734858,0.359584,0.614078,0.321584,0.024529,0.042592,0.877115
peg_insertion_with_preload,stiction_buildup,nominal_contact,9,0,0.600742,0.716187,0.339073,0.625757,0.359355,0.004360,0.016214,0.874341
peg_insertion_with_preload,stiction_buildup,nominal_contact,9,1,0.591307,0.696217,0.368013,0.613069,0.333705,-0.007643,0.022688,0.875095
peg_insertion_with_preload,stiction_buildup,nominal_contact,9,2,0.565047,0.707894,0.369663,0.648830,0.329389,0.003871,0.001191,0.877196
peg_insertion_with_preload,stiction_buildup,nominal_contact,9,3,0.578107,0.716518,0.390091,0.631825,0.275728,0.005407,0.008568,0.876151
peg_insertion_with_preload,stiction_buildup,nominal_contact,9,4,0.594349,0.713903,0.382518,0.633472,0.301658,-0.000128,0.029837,0.874852
peg_insertion_with_preload,stiction_buildup,nominal_contact,9,5,0.590965,0.727751,0.425060,0.638736,0.304943,0.003004,0.014224,0.875123
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,0,0,0.725789,0.816920,0.411810,0.514447,0.424209,0.100657,0.073995,0.832337
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,0,1,0.691738,0.838979,0.436672,0.505705,0.403934,0.099691,0.078744,0.835061
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,0,2,0.687666,0.776758,0.387789,0.464333,0.421712,0.106133,0.076979,0.835387
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,0,3,0.725393,0.795186,0.364881,0.515772,0.433112,0.108912,0.110825,0.832369
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,0,4,0.673967,0.841334,0.410033,0.519878,0.443795,0.108554,0.075666,0.836483
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,0,5,0.699572,0.798933,0.446768,0.504945,0.432597,0.109629,0.094452,0.834434
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,1,0,0.718401,0.824554,0.412446,0.498918,0.475979,0.106846,0.076374,0.832928
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,1,1,0.709237,0.788975,0.428615,0.492677,0.456673,0.113577,0.085213,0.833661
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,1,2,0.744860,0.844184,0.407873,0.496001,0.419195,0.100163,0.080771,0.830811
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,1,3,0.737462,0.795580,0.420162,0.488178,0.439450,0.096719,0.034014,0.831403
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,1,4,0.702556,0.823439,0.405414,0.485400,0.427927,0.092021,0.064505,0.834195
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,1,5,0.729706,0.832311,0.410586,0.470471,0.475395,0.100351,0.071865,0.832023
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,2,0,0.733865,0.854299,0.395777,0.505948,0.457054,0.101707,0.079568,0.831691
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,2,1,0.728080,0.789523,0.434437,0.528793,0.416366,0.088866,0.062525,0.832154
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,2,2,0.770029,0.835734,0.439001,0.525126,0.411591,0.101564,0.084559,0.828798
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,2,3,0.690849,0.798328,0.373518,0.540859,0.412491,0.098411,0.067200,0.835132
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,2,4,0.710376,0.768841,0.422118,0.505326,0.456609,0.074090,0.055738,0.833570
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,2,5,0.691566,0.816179,0.434187,0.509201,0.431849,0.095083,0.069626,0.835075
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,3,0,0.718603,0.803036,0.375503,0.499889,0.458288,0.096198,0.105173,0.832912
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,3,1,0.729695,0.825751,0.365951,0.507871,0.411806,0.089605,0.055005,0.832024
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,3,2,0.723760,0.823143,0.447225,0.497784,0.407658,0.100760,0.068873,0.832499
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,3,3,0.695276,0.812907,0.371825,0.499262,0.371214,0.091805,0.088274,0.834778
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,3,4,0.723002,0.829370,0.399782,0.505285,0.432484,0.094606,0.058183,0.832560
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,3,5,0.743684,0.827209,0.446925,0.523809,0.438797,0.097017,0.071235,0.830905
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,4,0,0.729298,0.769932,0.433387,0.515625,0.458304,0.100054,0.073043,0.832056
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,4,1,0.705036,0.818018,0.410186,0.467639,0.463317,0.106276,0.068342,0.833997
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,4,2,0.748660,0.826598,0.448816,0.502061,0.450102,0.108359,0.051525,0.830507
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,4,3,0.692486,0.820036,0.413018,0.513503,0.399104,0.106497,0.073041,0.835001
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,4,4,0.726194,0.816565,0.425446,0.513463,0.419310,0.093005,0.081944,0.832304
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,4,5,0.743128,0.769651,0.381057,0.525439,0.443821,0.101485,0.073237,0.830950
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,5,0,0.666448,0.802372,0.389451,0.521173,0.424339,0.100091,0.054471,0.837084
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,5,1,0.683121,0.824461,0.388190,0.544810,0.452355,0.082078,0.041392,0.835750
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,5,2,0.720758,0.821870,0.425899,0.511410,0.410226,0.109113,0.064329,0.832739
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,5,3,0.714293,0.827189,0.404061,0.495105,0.438250,0.084268,0.077969,0.833257
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,5,4,0.712448,0.820098,0.450553,0.518977,0.450490,0.094822,0.052782,0.833404
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,5,5,0.738491,0.786691,0.480630,0.499786,0.410966,0.102872,0.076302,0.831321
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,6,0,0.721981,0.813339,0.405359,0.493285,0.453345,0.091905,0.078393,0.832641
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,6,1,0.716733,0.778043,0.417849,0.526388,0.399324,0.100952,0.071161,0.833061
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,6,2,0.661869,0.832829,0.459567,0.500016,0.439695,0.112961,0.086666,0.837450
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,6,3,0.740193,0.796005,0.425327,0.489370,0.430323,0.099968,0.051122,0.831185
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,6,4,0.705615,0.837133,0.353813,0.532032,0.412820,0.092512,0.050364,0.833951
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,6,5,0.684312,0.836952,0.410690,0.493207,0.396026,0.110617,0.067153,0.835655
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,7,0,0.763942,0.799224,0.405603,0.497865,0.459590,0.100382,0.065275,0.829285
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,7,1,0.677956,0.781158,0.476382,0.490912,0.395599,0.100840,0.057554,0.836164
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,7,2,0.705740,0.821496,0.424796,0.491512,0.432499,0.094426,0.058810,0.833941
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,7,3,0.683570,0.851395,0.408172,0.494188,0.455313,0.084443,0.073522,0.835714
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,7,4,0.719126,0.801888,0.444977,0.458889,0.411211,0.097375,0.077073,0.832870
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,7,5,0.742007,0.820475,0.423218,0.522134,0.448106,0.114092,0.079681,0.831039
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,8,0,0.711897,0.819327,0.395540,0.535118,0.466278,0.082814,0.095857,0.833448
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,8,1,0.740591,0.833482,0.395976,0.491316,0.418843,0.093597,0.063076,0.831153
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,8,2,0.733892,0.781156,0.429558,0.482169,0.412953,0.099894,0.063758,0.831689
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,8,3,0.703497,0.843180,0.412470,0.499763,0.424735,0.090855,0.091687,0.834120
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,8,4,0.691474,0.765927,0.439409,0.508590,0.413641,0.096351,0.054682,0.835082
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,8,5,0.722396,0.768028,0.425828,0.508461,0.427653,0.095970,0.067471,0.832608
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,9,0,0.724360,0.830754,0.389642,0.519336,0.424105,0.099182,0.055923,0.832451
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,9,1,0.686120,0.817500,0.405224,0.497395,0.388146,0.093285,0.059643,0.835510
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,9,2,0.740601,0.829704,0.430594,0.498776,0.444428,0.082517,0.062351,0.831152
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,9,3,0.691657,0.758495,0.448707,0.512401,0.426112,0.113678,0.052496,0.835067
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,9,4,0.724557,0.816524,0.403698,0.474509,0.448008,0.106048,0.064074,0.832435
peg_insertion_with_preload,stiction_buildup,hidden_preload_shift,9,5,0.731672,0.806981,0.430599,0.480082,0.464839,0.116420,0.054958,0.831866
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,0,0,0.804786,0.788934,0.445049,0.442324,0.446551,0.065569,0.074638,0.827617
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,0,1,0.779322,0.723281,0.416574,0.394795,0.478045,0.057857,0.036552,0.829654
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,0,2,0.787583,0.810974,0.525113,0.420412,0.461098,0.072456,0.065452,0.828993
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,0,3,0.796442,0.742211,0.379826,0.436952,0.414387,0.084489,0.044971,0.828285
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,0,4,0.803568,0.766236,0.424342,0.388343,0.457248,0.056425,0.072350,0.827715
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,0,5,0.791035,0.788416,0.470406,0.395413,0.505729,0.052333,0.024814,0.828717
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,1,0,0.782108,0.752388,0.447073,0.406170,0.421436,0.058873,0.051370,0.829431
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,1,1,0.788056,0.769078,0.520828,0.392059,0.452359,0.037551,0.048441,0.828956
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,1,2,0.740541,0.775157,0.452457,0.426599,0.412070,0.058789,0.069844,0.832757
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,1,3,0.767801,0.783162,0.453988,0.378419,0.406759,0.054181,0.075182,0.830576
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,1,4,0.775749,0.741580,0.407691,0.453053,0.433204,0.063448,0.058768,0.829940
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,1,5,0.816894,0.762508,0.455563,0.435755,0.507789,0.069190,0.067104,0.826649
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,2,0,0.830208,0.770505,0.425059,0.422226,0.485617,0.041423,0.059688,0.825583
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,2,1,0.802378,0.770412,0.448591,0.417718,0.406112,0.052508,0.035701,0.827810
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,2,2,0.745311,0.768898,0.485026,0.406020,0.403647,0.057207,0.073487,0.832375
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,2,3,0.779210,0.764783,0.471643,0.412839,0.434287,0.057528,0.073731,0.829663
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,2,4,0.781629,0.779844,0.418057,0.418446,0.443841,0.075546,0.044378,0.829470
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,2,5,0.784904,0.783092,0.451220,0.427123,0.457191,0.075792,0.095488,0.829208
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,3,0,0.783806,0.745827,0.412574,0.390144,0.472079,0.049566,0.034781,0.829296
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,3,1,0.790524,0.788510,0.419339,0.418747,0.465272,0.061747,0.057798,0.828758
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,3,2,0.733599,0.792010,0.468469,0.427272,0.471248,0.064686,0.049044,0.833312
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,3,3,0.798799,0.788621,0.407072,0.419059,0.498143,0.056650,0.040169,0.828096
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,3,4,0.795345,0.730403,0.432522,0.407381,0.459668,0.052621,0.043307,0.828372
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,3,5,0.816000,0.809636,0.454099,0.460603,0.492882,0.033309,0.062321,0.826720
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,4,0,0.778409,0.774296,0.459773,0.415211,0.461962,0.084058,0.051868,0.829727
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,4,1,0.786788,0.756030,0.436862,0.456808,0.436223,0.054570,0.052916,0.829057
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,4,2,0.741954,0.751844,0.412338,0.444092,0.444699,0.062921,0.050208,0.832644
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,4,3,0.812429,0.749107,0.411108,0.418460,0.425041,0.048828,0.059286,0.827006
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,4,4,0.783605,0.763631,0.430650,0.422496,0.428990,0.058181,0.062487,0.829312
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,4,5,0.804038,0.776706,0.429871,0.408490,0.449634,0.046603,0.031631,0.827677
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,5,0,0.829650,0.776081,0.446438,0.409956,0.450049,0.066124,0.073916,0.825628
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,5,1,0.754822,0.793710,0.415501,0.434628,0.429885,0.060104,0.073245,0.831614
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,5,2,0.776210,0.761857,0.484108,0.422718,0.451059,0.063129,0.042227,0.829903
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,5,3,0.808881,0.781417,0.442506,0.416452,0.519121,0.061924,0.067148,0.827290
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,5,4,0.805168,0.769342,0.464073,0.448383,0.406418,0.061080,0.048985,0.827587
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,5,5,0.787582,0.745052,0.445562,0.416303,0.463570,0.067431,0.057638,0.828993
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,6,0,0.817264,0.750814,0.458641,0.449829,0.466340,0.046938,0.073675,0.826619
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,6,1,0.845180,0.797924,0.425946,0.408232,0.483376,0.049859,0.031394,0.824386
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,6,2,0.821404,0.771510,0.446661,0.412985,0.455456,0.064828,0.066028,0.826288
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,6,3,0.806476,0.755337,0.428027,0.447390,0.464203,0.067210,0.098627,0.827482
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,6,4,0.810286,0.742503,0.453975,0.437511,0.459959,0.066008,0.063422,0.827177
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,6,5,0.758776,0.768107,0.406549,0.401920,0.443320,0.059460,0.052229,0.831298
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,7,0,0.800754,0.761508,0.434550,0.390302,0.477549,0.049465,0.060205,0.827940
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,7,1,0.786673,0.785980,0.478834,0.462082,0.433518,0.051941,0.033730,0.829066
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,7,2,0.757960,0.724938,0.407323,0.377117,0.457346,0.052891,0.083666,0.831363
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,7,3,0.806013,0.796140,0.434244,0.417435,0.441819,0.055443,0.087487,0.827519
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,7,4,0.809314,0.793306,0.415979,0.424813,0.470029,0.053269,0.062506,0.827255
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,7,5,0.793324,0.777240,0.445227,0.424274,0.438386,0.063315,0.052498,0.828534
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,8,0,0.799577,0.790278,0.411699,0.409067,0.466297,0.052831,0.055682,0.828034
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,8,1,0.816828,0.758586,0.478077,0.410340,0.482564,0.058357,0.063378,0.826654
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,8,2,0.777443,0.773453,0.442144,0.401290,0.448495,0.056024,0.084512,0.829805
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,8,3,0.772674,0.723754,0.430413,0.428275,0.397470,0.047658,0.082788,0.830186
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,8,4,0.780785,0.778393,0.422281,0.401568,0.453533,0.046872,0.033616,0.829537
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,8,5,0.782655,0.783071,0.458922,0.409961,0.455042,0.058110,0.057381,0.829388
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,9,0,0.784447,0.806823,0.453561,0.425300,0.475949,0.050629,0.054942,0.829244
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,9,1,0.812474,0.723673,0.421442,0.474013,0.434180,0.042271,0.069874,0.827002
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,9,2,0.801300,0.769879,0.435147,0.413855,0.496605,0.077359,0.067135,0.827896
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,9,3,0.816303,0.766931,0.403249,0.429434,0.495750,0.081784,0.069521,0.826696
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,9,4,0.831312,0.780385,0.425600,0.445955,0.487763,0.062376,0.068349,0.825495
peg_insertion_with_preload,stiction_buildup,embodiment_force_limit_shift,9,5,0.796360,0.781170,0.437426,0.415129,0.455619,0.062255,0.006824,0.828291
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,0,0,0.839059,0.872926,0.475571,0.536234,0.499855,0.664925,0.095905,0.821675
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,0,1,0.764958,0.893562,0.488515,0.490406,0.551752,0.644069,0.096669,0.827603
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,0,2,0.756458,0.942373,0.455306,0.500689,0.510388,0.645561,0.115224,0.828283
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,0,3,0.789144,0.831122,0.448813,0.490272,0.496016,0.642176,0.082167,0.825669
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,0,4,0.780567,0.884037,0.406504,0.469667,0.485033,0.645001,0.112430,0.826355
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,0,5,0.791974,0.885258,0.504381,0.527576,0.519711,0.635630,0.102594,0.825442
peg_insertion_with_preload,stiction_buildup,delayed_force_observation,1,0,0.770443,0.842624,0.419365,0.534025,0.540728,0.652557,0.085768,0.827165
