rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.3390/sym15091768,Accurate Electromagnetic Force Analysis of Offshore Wind Power Transformer Windings Based on Fractional Order Lumped Parameter Model,2023,Symmetry,https://doi.org/10.3390/sym15091768,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.3390/robotics14050066,Hybrid Deep Learning Framework for Eye-in-Hand Visual Control Systems,2025,Robotics,https://doi.org/10.3390/robotics14050066,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1109/lra.2023.3333238,VME-Transformer: Enhancing Visual Memory Encoding for Navigation in Interactive Environments,2024,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3333238,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.1109/cvpr.2019.00063,Scene Memory Transformer for Embodied Agents in Long-Horizon Tasks,2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr.2019.00063,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.1016/j.neucom.2025.130729,GPPT: Graph pyramid pooling transformer for visual scene,2025,Neurocomputing,https://doi.org/10.1016/j.neucom.2025.130729,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1109/lra.2023.3241803,Transformer Memory for Interactive Visual Navigation in Cluttered Environments,2023,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2023.3241803,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.1167/18.5.14,Separate and combined effects of action relevance and motivational value on visual working memory,2018,Journal of Vision,https://doi.org/10.1167/18.5.14,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.1109/lra.2024.3500882,DINO-MOT: 3D Multi-Object Tracking With Visual Foundation Model for Pedestrian Re-Identification Using Visual Memory Mechanism,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3500882,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.48550/arxiv.2304.01201,Neural Volumetric Memory for Visual Locomotion Control,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2304.01201,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.1016/j.visres.2020.05.008,Action-induced changes in the perceived temporal features of visual events,2020,Vision Research,https://doi.org/10.1016/j.visres.2020.05.008,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.3390/rs14153709,Scene Changes Understanding Framework Based on Graph Convolutional Networks and Swin Transformer Blocks for Monitoring LCLU Using High-Resolution Remote Sensing Images,2022,Remote Sensing,https://doi.org/10.3390/rs14153709,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1167/jov.25.9.2697,Learned affordances and action similarity modulate repulsion biases in visual working memory,2025,Journal of Vision,https://doi.org/10.1167/jov.25.9.2697,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1167/jov.24.10.1045,Action planning biases interactions between visual working memory representations,2024,Journal of Vision,https://doi.org/10.1167/jov.24.10.1045,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1167/jov.24.10.344,Flexible allocation of visual selection and action planning during visual working memory,2024,Journal of Vision,https://doi.org/10.1167/jov.24.10.344,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1007/s11633-022-1362-z,Causal Reasoning Meets Visual Representation Learning: A Prospective Study,2022,Machine Intelligence Research,https://doi.org/10.1007/s11633-022-1362-z,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
26,arxiv:2501.00358v2,Embodied VideoAgent: Persistent Memory from Egocentric Videos and Embodied Sensors Enables Dynamic Scene Understanding,2024,arXiv,http://arxiv.org/abs/2501.00358v2,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.20944/preprints202511.0283.v1,Explainable Transfer Learning of Cross-Dataset in Visual Scene Segmentation,,,https://doi.org/10.20944/preprints202511.0283.v1,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.3389/fmed.2026.1849346,Scene graph-guided uncertainty decomposition improves confidence calibration in surgical visual question answering,2026,Frontiers in Medicine,https://doi.org/10.3389/fmed.2026.1849346,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.48550/arxiv.2305.03595,HSCNet++: Hierarchical Scene Coordinate Classification and Regression for Visual Localization with Transformer,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2305.03595,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1109/icra57147.2024.10611205,Exploring Transformers and Visual Transformers for Force Prediction in Human-Robot Collaborative Transportation Tasks,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10611205,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1109/icra40945.2020.9196638,Are We Ready for Service Robots? The OpenLORIS-Scene Datasets for Lifelong SLAM,2020,,https://doi.org/10.1109/icra40945.2020.9196638,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1609/aaai.v37i2.25335,Superpoint Transformer for 3D Scene Instance Segmentation,2023,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v37i2.25335,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.1167/jov.23.9.4884,Action consequences guide visual working memory use,2023,Journal of Vision,https://doi.org/10.1167/jov.23.9.4884,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1167/jov.23.9.5236,Neurophysiological mechanisms of action-modulated prioritization in visual working memory,2023,Journal of Vision,https://doi.org/10.1167/jov.23.9.5236,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1145/3577190.3614122,"HIINT: Historical, Intra- and Inter- personal Dynamics Modeling with Cross-person Memory Transformer",2023,INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION,https://doi.org/10.1145/3577190.3614122,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.1609/aaai.v37i3.25412,VLTinT: Visual-Linguistic Transformer-in-Transformer for Coherent Video Paragraph Captioning,2023,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v37i3.25412,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/bioengineering10030380,Vision–Language Model for Visual Question Answering in Medical Imagery,2023,Bioengineering,https://doi.org/10.3390/bioengineering10030380,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1167/jov.22.14.3685,Action intention strengthens visual working memory representations,2022,Journal of Vision,https://doi.org/10.1167/jov.22.14.3685,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1167/jov.22.14.4440,A Foveated Vision-Transformer Model for Scene Classification,2022,Journal of Vision,https://doi.org/10.1167/jov.22.14.4440,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.3390/robotics6040038,Cloud-Edge Suppression for Visual Outdoor Navigation,2017,Robotics,https://doi.org/10.3390/robotics6040038,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.1109/lra.2025.3629964,Visual Scene Understanding-Based Task Planning for an Efficient Multipurpose Agricultural Robot System,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3629964,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
42,arxiv:2410.15959v6,Diffusion Transformer Policy,2024,arXiv,http://arxiv.org/abs/2410.15959v6,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.1037/0278-7393.32.1.58,Scene and position specificity in visual memory for objects.,2006,"Journal of Experimental Psychology: Learning, Memory, and Cognition",https://doi.org/10.1037/0278-7393.32.1.58,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
44,arxiv:2507.04047v2,Move to Understand a 3D Scene: Bridging Visual Grounding and Exploration for Efficient and Versatile Embodied Navigation,2025,arXiv,http://arxiv.org/abs/2507.04047v2,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.48550/arxiv.2305.16338,Think Before You Act: Decision Transformers with Working Memory,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2305.16338,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.1167/12.11.20,Motor action reduces temporal asynchrony between perceived visual changes,2012,Journal of Vision,https://doi.org/10.1167/12.11.20,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.1037/0278-7393.31.3.396,The Relationship Between Online Visual Representation of a Scene and Long-Term Scene Memory.,2005,"Journal of Experimental Psychology: Learning, Memory, and Cognition",https://doi.org/10.1037/0278-7393.31.3.396,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
48,arxiv:2411.16170v2,CARE Transformer: Mobile-Friendly Linear Visual Transformer via Decoupled Dual Interaction,2024,arXiv,http://arxiv.org/abs/2411.16170v2,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
49,doi:10.1109/tro.2021.3069132,Memory Clustering Using Persistent Homology for Multimodality- and Discontinuity-Sensitive Learning of Optimal Control Warm-Starts,2021,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2021.3069132,Addresses transformer robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Force memory transformers keeps action-critical alternatives explicit until a physical observation collapses them.
